Composition,doi,Phase,Density (g/cm3),Hardness (GPa),YS (MPa) at 23 C,YS (MPa) at 1000 C,YS (MPa) at 1200 C,Test Type,A,Ag,Al,Au,B,Be,C,Ca,Co,Cr,Cu,D,E,Fe,Ga,Gd,Hf,I,Ir,Li,M,Mg,Mn,Mo,N,Nb,Ni,O,P,Pb,Pd,Pt,Q,Re,Rh,S,Si,Sn,Sr,T,Ta,Ti,V,Vi,W,Y,Yb,Zn,Zr,Density_g_cc_ROM,VEC,Pugh_Ratio,Cauchy_Pressure,YS_1300C_MPa,Solidus_K_TC,Liquidus_K_TC,Solidus_C_TC,Liquidus_C_TC,THCD_25C_W_mK
Al0.6NiFeCrCo,10.1016/j.jallcom.2015.04.238,,,,1830,,,,0.0,0.0,0.1304347826086956,0.0,0.0,0.0,0.0,0.0,0.2173913043478261,0.2173913043478261,0.0,0.0,0.0,0.2173913043478261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2173913043478261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.489565217391306,7.565217391304349,2.0649982620785545,47.52608695652174,186.58489718774263,1609.8292730871938,1621.4752745479086,1336.679273087194,1348.3252745479085,
Al0.6NiFeCr,10.1016/j.jallcom.2015.04.238,,,,1607,,,,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.2777777777777778,0.0,0.0,0.0,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.097777777777777,7.166666666666667,1.9773213521608903,47.5611111111111,329.2000988509342,1541.4027368180564,1650.231135686544,1268.2527368180563,1377.0811356865438,
Al0.6NiFeCr,10.1016/j.jallcom.2015.04.238,,,,1420,,,,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.2777777777777778,0.0,0.0,0.0,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.097777777777777,7.166666666666667,1.9773213521608903,47.5611111111111,329.2000988509342,1541.4027368180564,1650.231135686544,1268.2527368180563,1377.0811356865438,
Co20Ni20Fe20Al20Ti20,10.1016/j.msea.2015.07.052,,,,2988,,,,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5776,6.8,2.4169416941694166,57.52000000000001,,1423.4213620965502,1669.3796992034495,1150.27136209655,1396.2296992034494,
Co0.5NiFeCrTi0.5,10.1016/j.msea.2015.07.052,,,,2690,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.658749999999999,7.625,1.968162639048715,51.25000000000003,252.08535284946976,1346.6555036976035,1474.9951461761043,1073.5055036976037,1201.8451461761042,
CoNiFeCrAl0.6Ti0.4,10.1016/j.msea.2015.07.052,,,,2520,,,,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25088,7.280000000000001,2.091496928548336,49.77199999999999,237.48627566918876,1432.1096345747685,1542.0921211221964,1158.9596345747686,1268.9421211221966,
AlFeNiCoCrMn,10.1016/j.msea.2015.07.052,,,,2142,,,,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.1666666666666666,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.167,7.166666666666667,2.232962646136299,67.31666666666665,151.85449919025,1574.1864998782908,1648.448320078816,1301.0364998782907,1375.2983200788162,
Co0.3NiFeCrAl0.7,10.1016/j.msea.2015.07.052,,,,2635,,,,0.0,0.0,0.175,0.0,0.0,0.0,0.0,0.0,0.075,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.122999999999999,7.199999999999999,2.025157232704402,47.515000000000015,291.7348543922123,1580.1525655708567,1626.319072149738,1307.0025655708569,1353.169072149738,
Al0.5CrFeNiCo0.3C0.2,10.1016/j.msea.2015.07.052,,,,2131,,,,0.0,0.0,0.125,0.0,0.0,0.0,0.05,0.0,0.075,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1566.8071820458256,1774.4402402042638,1293.6571820458257,1501.2902402042637,
CoCrFeNiAl,10.1016/j.msea.2015.07.052,,,,1907,,,,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.106400000000001,7.200000000000001,2.1200523388943413,47.420000000000016,218.008884795602,1627.7521760786829,1683.947853615506,1354.602176078683,1410.797853615506,
FeNiCoCrMn,10.1016/j.msea.2015.07.052,,,,1987,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0604,8.0,2.1200523388943413,71.54,0.0249708345068535,1556.5590839061051,1594.8756466345571,1283.409083906105,1321.725646634557,
Nb20Ni20Ti20Co20Zr20,10.1016/j.pnsc.2015.09.001,,,,,60.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,7.480800000000001,6.4,2.7530864197530867,75.10000000000004,,1508.2986801232755,1716.4267106591942,1235.1486801232754,1443.2767106591941,
[CuMnNi]95Al5,10.1016/j.jallcom.2015.07.285,,,,330,,,,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.85475,5.375,2.8666666666666667,63.475,,1186.8220970182692,1311.5334169376165,913.6720970182693,1038.3834169376164,
[CuMnNi]90Al10,10.1016/j.jallcom.2015.07.285,,,,515,,,,0.0,0.0,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0769230769230769,0.0,0.0,0.0,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.026000000000001,4.461538461538462,2.9166666666666674,56.83076923076922,,867.5224207990459,1158.3940137166037,594.3724207990459,885.2440137166037,
[CuMnNi]95Sn5,10.1016/j.jallcom.2015.07.285,,,,380,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,499.00390624665647,952.3967632727066,225.8539062466565,679.2467632727066,
[CuMnNi]90Sn10,10.1016/j.jallcom.2015.07.285,,,,620,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0769230769230769,0.0,0.0,0.0,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,499.003906246656,925.2606267107255,225.85390624665604,652.1106267107256,
[CuMnNi]80Zn20,10.1016/j.jallcom.2015.07.285,,,,140,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0434782608695652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0434782608695652,0.0,0.0,0.0,0.0434782608695652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8695652173913043,0.0,,,,,,702.5257856807126,946.5065664989824,429.3757856807126,673.3565664989824,
[CuMnNi]75Zn25,10.1016/j.jallcom.2015.07.285,,,,215,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0357142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0357142857142857,0.0,0.0,0.0,0.0357142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8928571428571429,0.0,,,,,,690.7801237644196,925.7988741712966,417.63012376441964,652.6488741712966,
HfNbTaTiZr,10.1016/j.jallcom.2014.11.064,,,55.0,1073,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,9.9192,4.4,3.091324200913243,85.12,33.26293412751387,2124.303690571326,2300.092882013988,1851.153690571326,2026.9428820139879,
Al0.3HfNbTaTiZr,10.1016/j.jallcom.2014.11.064,,,63.0,1188,,,,0.0,0.0,0.0566037735849056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1886792452830188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1886792452830188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1886792452830188,0.1886792452830188,0.0,0.0,0.0,0.0,0.0,0.0,0.1886792452830188,9.510566037735847,4.320754716981132,3.0860215053763453,82.91698113207546,25.12112663165285,2099.675207152024,2270.3896055140985,1826.525207152024,1997.2396055140985,
Al0.5HfNbTaTiZr,10.1016/j.jallcom.2014.11.064,,,97.0,1302,,,,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1818181818181818,0.1818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.1818181818181818,9.262909090909092,4.272727272727273,3.082815734989648,81.58181818181819,20.316363405107467,2075.5944281971656,2246.087157418317,1802.4444281971655,1972.937157418317,
Al0.75HfNbTaTiZr,10.1016/j.jallcom.2014.11.064,,,102.0,1415,,,,0.0,0.0,0.1304347826086956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1739130434782608,0.1739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.1739130434782608,8.977565217391303,4.217391304347826,3.0791295746785363,80.04347826086958,15.090897507357646,2038.707574383173,2213.5420430132867,1765.5575743831732,1940.3920430132866,
AlHfNbTaTiZr,10.1016/j.jallcom.2014.11.064,,,103.0,1489,,,,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,8.716000000000001,4.166666666666667,3.075757575757577,78.63333333333333,10.748381844989389,1995.4741018559016,2180.081116118179,1722.3241018559015,1906.931116118179,
CoCrFeNiNb0,10.1016/j.intermet.2015.01.004,FCC,,,147,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.208,8.25,1.9681626390487152,47.72500000000002,0.0483829314704338,1719.1925095189388,1722.3130331495768,1446.042509518939,1449.1630331495767,
CoCrFeNiNb0.103,10.1016/j.intermet.2015.01.004,FCC + Laves,,,317,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2437241043139166,0.2437241043139166,0.0,0.0,0.0,0.2437241043139166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0251035827443334,0.2437241043139166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.21708749695345,8.168413356080917,1.9997725463436824,49.68496222276386,61.14858336309608,1551.4734470683827,1681.8036644096114,1278.3234470683828,1408.6536644096113,
CoCrFeNiNb0.155,10.1016/j.intermet.2015.01.004,FCC + Laves,,,321,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2406738868832731,0.2406738868832731,0.0,0.0,0.0,0.2406738868832731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0373044524669073,0.2406738868832731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.22150421179302,8.12876052948255,2.0154512907480684,50.63754512635381,107.56492471224988,1544.1292927508655,1660.8268678396744,1270.9792927508656,1387.6768678396743,
CoCrFeNiNb0.206,10.1016/j.intermet.2015.01.004,FCC + Laves,,,402,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2377555872563005,0.2377555872563005,0.0,0.0,0.0,0.2377555872563005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0489776509747979,0.2377555872563005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.225729909652875,8.090822634331905,2.030650479616306,51.548930099857344,154.88842529196617,1544.0072658149645,1639.97226437809,1270.8572658149646,1366.82226437809,
CoCrFeNiNb0.309,10.1016/j.intermet.2015.01.004,FCC + Laves,,,478,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2320724065908563,0.2320724065908563,0.0,0.0,0.0,0.2320724065908563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0717103736365746,0.2320724065908563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.23395915525644,8.016941285681133,2.0608215727673445,53.32378742167559,249.17276701956823,1543.7359655627563,1597.1963962397997,1270.5859655627564,1324.0463962397998,
CoCrFeNiNb0.412,10.1016/j.intermet.2015.01.004,FCC + Laves,,,637,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2266545784224841,0.2266545784224841,0.0,0.0,0.0,0.2266545784224841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0933816863100634,0.2266545784224841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.241804170444242,7.946509519492293,2.0903098220171388,55.01577515865824,337.2603860067641,1543.4309631617252,1553.8671487964712,1270.2809631617251,1280.717148796471,
Al0.5CrFeNiTi0.25,10.1016/j.jallcom.2014.09.073,,,,1880,,,,0.0,0.0,0.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.2666666666666666,0.0,0.0,0.0,0.2666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0422666666666665,7.0666666666666655,1.984342810053564,49.46666666666667,365.422685517913,1408.4325002877472,1623.8679008909314,1135.282500287747,1350.7179008909316,
AlCoCrFeNi,10.1016/j.jallcom.2014.09.073,,,,1423,,,,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.106400000000001,7.200000000000001,2.1200523388943413,47.420000000000016,218.008884795602,1627.7521760786829,1683.947853615506,1354.602176078683,1410.797853615506,
AlCoCrFeNiTi0.5,10.1016/j.jallcom.2014.09.073,,,,2260,,,,0.0,0.0,0.1818181818181818,0.0,0.0,0.0,0.0,0.0,0.1818181818181818,0.1818181818181818,0.0,0.0,0.0,0.1818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.87,6.909090909090908,2.1463781184250075,49.98181818181821,223.1047282634269,1481.3517398646936,1614.217650947501,1208.2017398646935,1341.067650947501,
AlCoCrFeNiTi0,10.1016/j.jallcom.2014.09.073,,,,1500,,,,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.106400000000001,7.200000000000001,2.1200523388943413,47.420000000000016,218.008884795602,1627.7521760786829,1683.947853615506,1354.602176078683,1410.797853615506,
CuCoFeNiCrTi0.5,10.1016/j.jallcom.2014.09.073,,,,700,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1818181818181818,0.1818181818181818,0.1818181818181818,0.0,0.0,0.1818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.00818181818182,8.363636363636363,2.1242180518319933,50.20000000000003,99.5992881233766,1371.6536798953732,1397.630186937532,1098.5036798953734,1124.480186937532,
Cu48Zr48Al4,10.1016/j.jallcom.2014.09.073,,,,1200,,,,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,7.5384,7.319999999999999,2.799498746867168,55.368,,1148.206246573417,1181.3462953197204,875.0562465734171,908.1962953197204,
CuCoFeNiCrAlV,10.1016/j.jallcom.2014.09.073,,,,1469,,,,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,7.228857142857142,7.428571428571428,2.340463458110517,58.81428571428573,154.81009605303944,1256.6817889494507,1597.3243642539344,983.5317889494507,1324.1743642539345,
CuCoFeNiCrAl,10.1016/j.jallcom.2014.09.073,,,,1303,,,,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.415333333333334,7.833333333333335,2.211195928753181,47.416666666666686,125.09779128653624,,,,,
NbMoTaW,10.1016/j.jallcom.2014.09.073,,,,1058,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,13.697500000000002,5.5,2.651741293532339,87.14999999999998,214.5952863835683,3077.2688762837515,3137.113461526813,2804.1188762837514,2863.963461526813,
FeCoNi(AlSi)0.3,10.1016/j.jallcom.2014.09.073,,,,938,,,,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1449.2289695868972,1735.1295599831826,1176.078969586897,1461.9795599831828,
FeCoNi(AlSi)0.2,10.1016/j.jallcom.2014.09.073,,,,342,,,,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1449.2289695868972,1735.1295599831826,1176.078969586897,1461.9795599831828,
AlCoCrFeNiTi0.3,10.1016/j.jallcom.2014.09.073,,,,1980,,,,0.0,0.0,0.1886792452830188,0.0,0.0,0.0,0.0,0.0,0.1886792452830188,0.1886792452830188,0.0,0.0,0.0,0.1886792452830188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1886792452830188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0566037735849056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.959207547169811,7.018867924528303,2.136377757067413,49.01509433962265,225.856373823254,1498.1253855741054,1640.7095733631904,1224.9753855741055,1367.5595733631903,
CrFeNiTi0.25,10.1016/j.jallcom.2014.09.073,A1,,,1309.9,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3076923076923077,0.0,0.0,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.710307692307692,7.6923076923076925,1.8805631244323344,49.96923076923079,203.5000630797703,1372.5531399192769,1581.072198938888,1099.4031399192768,1307.922198938888,
